"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"1100",11442,11440,"idh3b_human","idh3a_human","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","CPX-553","O43837","P50213","idh3a_human","idh3b_human"
"1101",11447,11444,"idh3g_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","divalent metal cation","CPX-553","P51553",NA,"divalent metal cation","idh3g_human"
"1102",11449,11435,"idh3a_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","divalent metal cation","CPX-553","P50213",NA,"divalent metal cation","idh3a_human"
"1103",11450,11446,"idh3a_human","idh3g_human","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","CPX-553","P50213","P51553","idh3g_human","idh3a_human"
"1104",11457,11453,"idh3b_human","idh3a_human","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","CPX-553","O43837","P50213","idh3a_human","idh3b_human"
"1105",11460,11455,"idh3g_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","divalent metal cation","CPX-553","P51553",NA,"divalent metal cation","idh3g_human"
"1106",11462,11437,"idh3a_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","divalent metal cation","CPX-553","P50213",NA,"divalent metal cation","idh3a_human"
"1107",11463,11459,"idh3a_human","idh3g_human","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","CPX-553","P50213","P51553","idh3g_human","idh3a_human"
"1108",11465,11452,"divalent metal cation","idh3a_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","CPX-553",NA,"P50213","idh3a_human","divalent metal cation"
"1109",11467,11439,"divalent metal cation","idh3a_human","divalent metal cation","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","CPX-553",NA,"P50213","idh3a_human","divalent metal cation"
"1110",18327,18324,"kcnd2_human","kcip2_human","Potassium voltage-gated channel subfamily D member 2","Kv channel-interacting protein 2","CPX-3239","Q9NZV8","Q9NS61","kcip2_human","kcnd2_human"
"1111",18351,18348,"kcnd3_human","kcip1_human","Potassium voltage-gated channel subfamily D member 3","Kv channel-interacting protein 1","CPX-3256","Q9UK17","Q9NZI2","kcip1_human","kcnd3_human"
"1112",17803,17801,"kcnh2_human","kcne1_human","Potassium voltage-gated channel subfamily H member 2","Potassium voltage-gated channel subfamily E member 1","CPX-3072","Q12809","P15382","kcne1_human","kcnh2_human"
"1113",17811,17809,"kcnh2_human","kcne2_human","Potassium voltage-gated channel subfamily H member 2","Potassium voltage-gated channel subfamily E member 2","CPX-3073","Q12809","Q9Y6J6","kcne2_human","kcnh2_human"
"1114",10136,10134,"abcc8_human","kcj11_human","ATP-binding cassette sub-family C member 8","ATP-sensitive inward rectifier potassium channel 11","CPX-185","Q09428","Q14654","kcj11_human","abcc8_human"
"1115",10136,10134,"abcc8_human","kcj11_human","ATP-binding cassette sub-family C member 8","ATP-sensitive inward rectifier potassium channel 11","CPX-185","Q09428","Q14654","kcj11_human","abcc8_human"
"1116",10152,10150,"kcj11_human","o60706-2","ATP-sensitive inward rectifier potassium channel 11","ATP-binding cassette sub-family C member 9","CPX-181","Q14654","o60706","o60706","kcj11_human"
"1117",10152,10150,"kcj11_human","o60706-2","ATP-sensitive inward rectifier potassium channel 11","ATP-binding cassette sub-family C member 9","CPX-181","Q14654","o60706","o60706","kcj11_human"
"1118",10152,10150,"kcj11_human","o60706-2","ATP-sensitive inward rectifier potassium channel 11","ATP-binding cassette sub-family C member 9","CPX-181","Q14654","o60706","o60706","kcj11_human"
"1119",11075,11073,"suv91_human","rrp8_human","Histone-lysine N-methyltransferase SUV39H1","Ribosomal RNA-processing protein 8","CPX-467","O43463","O43159","rrp8_human","suv91_human"
"1120",11076,11071,"suv91_human","sir1_human","Histone-lysine N-methyltransferase SUV39H1","NAD-dependent protein deacetylase sirtuin-1","CPX-467","O43463","Q96EB6","sir1_human","suv91_human"
"1121",17893,17891,"kif3b_human","kif3a_human","Kinesin-like protein KIF3B","Kinesin-like protein KIF3A","CPX-3138","O15066","Q9Y496","kif3a_human","kif3b_human"
"1122",18018,18016,"kif3c_human","kif3a_human","Kinesin-like protein KIF3C","Kinesin-like protein KIF3A","CPX-3138","O14782","Q9Y496","kif3a_human","kif3c_human"
"1123",18042,18039,"kif3b_human","kif3a_human","Kinesin-like protein KIF3B","Kinesin-like protein KIF3A","CPX-3201","O15066","Q9Y496","kif3a_human","kif3b_human"
"1124",18045,18040,"kifa3_human","kif3a_human","Kinesin-associated protein 3","Kinesin-like protein KIF3A","CPX-3201","Q92845","Q9Y496","kif3a_human","kifa3_human"
"1125",18046,18043,"kifa3_human","kif3b_human","Kinesin-associated protein 3","Kinesin-like protein KIF3B","CPX-3201","Q92845","O15066","kif3b_human","kifa3_human"
"1126",18028,18025,"kif3a_human","kif3c_human","Kinesin-like protein KIF3A","Kinesin-like protein KIF3C","CPX-3200","Q9Y496","O14782","kif3c_human","kif3a_human"
"1127",18031,18029,"kifa3_human","kif3a_human","Kinesin-associated protein 3","Kinesin-like protein KIF3A","CPX-3200","Q92845","Q9Y496","kif3a_human","kifa3_human"
"1128",18032,18026,"kifa3_human","kif3c_human","Kinesin-associated protein 3","Kinesin-like protein KIF3C","CPX-3200","Q92845","O14782","kif3c_human","kifa3_human"
"1129",16634,16632,"xrcc6_human","xrcc5_human","X-ray repair cross-complementing protein 6","X-ray repair cross-complementing protein 5","CPX-1993","P12956","P13010","xrcc5_human","xrcc6_human"
"1130",18387,18385,"kcnq1_human","kcne1_human","Potassium voltage-gated channel subfamily KQT member 1","Potassium voltage-gated channel subfamily E member 1","CPX-3271","P51787","P15382","kcne1_human","kcnq1_human"
"1131",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1132",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1133",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1134",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1135",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1136",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1137",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1138",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1139",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1140",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1141",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1142",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1143",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1144",11086,11084,"cbx3_human","lmbl1_human","Chromobox protein homolog 3","Lethal(3)malignant brain tumor-like protein 1","CPX-469","Q13185","Q9Y468","lmbl1_human","cbx3_human"
"1145",16020,16017,"lamb1_human","lamc1_human","Laminin subunit beta-1","Laminin subunit gamma-1","CPX-1779","P07942","P11047","lamc1_human","lamb1_human"
"1146",16020,16017,"lamb1_human","lamc1_human","Laminin subunit beta-1","Laminin subunit gamma-1","CPX-1779","P07942","P11047","lamc1_human","lamb1_human"
"1147",16020,16017,"lamb1_human","lamc1_human","Laminin subunit beta-1","Laminin subunit gamma-1","CPX-1779","P07942","P11047","lamc1_human","lamb1_human"
"1148",16020,16017,"lamb1_human","lamc1_human","Laminin subunit beta-1","Laminin subunit gamma-1","CPX-1779","P07942","P11047","lamc1_human","lamb1_human"
"1149",9768,9766,"mad1_human","max_human","Max dimerization protein 1","Protein max","CPX-104","Q05195","P61244","max_human","mad1_human"
"1150",9768,9766,"mad1_human","max_human","Max dimerization protein 1","Protein max","CPX-104","Q05195","P61244","max_human","mad1_human"
"1151",9768,9766,"mad1_human","max_human","Max dimerization protein 1","Protein max","CPX-104","Q05195","P61244","max_human","mad1_human"
"1152",14247,14245,"ari1a_human","smca2_human","AT-rich interactive domain-containing protein 1A","Probable global transcription activator SNF2L2","CPX-1194","O14497","P51531","smca2_human","ari1a_human"
"1153",14257,14255,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1194","Q12824","Q92922","smrc1_human","snf5_human"
"1154",14260,14244,"acl6a_human","smca2_human","Actin-like protein 6A","Probable global transcription activator SNF2L2","CPX-1194","O96019","P51531","smca2_human","acl6a_human"
"1155",14966,14962,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1222","Q12824","Q92922","smrc1_human","snf5_human"
"1156",14968,14964,"smca4_human","acl6a_human","Transcription activator BRG1","Actin-like protein 6A","CPX-1222","P51532","O96019","acl6a_human","smca4_human"
"1157",14969,14954,"smca4_human","ari1a_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1A","CPX-1222","P51532","O14497","ari1a_human","smca4_human"
"1158",14972,14970,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1222","P60709","P51532","smca4_human","actb_human"
"1159",14991,14989,"ari1b_human","smca2_human","AT-rich interactive domain-containing protein 1B","Probable global transcription activator SNF2L2","CPX-1223","Q8NFD5","P51531","smca2_human","ari1b_human"
"1160",15001,14999,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1223","Q12824","Q92922","smrc1_human","snf5_human"
"1161",15004,14988,"acl6a_human","smca2_human","Actin-like protein 6A","Probable global transcription activator SNF2L2","CPX-1223","O96019","P51531","smca2_human","acl6a_human"
"1162",15032,15028,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1224","Q12824","Q92922","smrc1_human","snf5_human"
"1163",15034,15030,"smca4_human","acl6a_human","Transcription activator BRG1","Actin-like protein 6A","CPX-1224","P51532","O96019","acl6a_human","smca4_human"
"1164",15035,15020,"smca4_human","ari1b_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1B","CPX-1224","P51532","Q8NFD5","ari1b_human","smca4_human"
"1165",15038,15036,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1224","P60709","P51532","smca4_human","actb_human"
"1166",15057,15055,"ari1a_human","smca2_human","AT-rich interactive domain-containing protein 1A","Probable global transcription activator SNF2L2","CPX-1225","O14497","P51531","smca2_human","ari1a_human"
"1167",15067,15065,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1225","Q12824","Q92922","smrc1_human","snf5_human"
"1168",15070,15054,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1225","O94805","P51531","smca2_human","acl6b_human"
"1169",15096,15094,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1226","Q12824","Q92922","smrc1_human","snf5_human"
"1170",15099,15086,"smca4_human","ari1a_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1A","CPX-1226","P51532","O14497","ari1a_human","smca4_human"
"1171",15102,15100,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1226","P60709","P51532","smca4_human","actb_human"
"1172",15104,15098,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1226","O94805","P51532","smca4_human","acl6b_human"
"1173",15123,15121,"ari1b_human","smca2_human","AT-rich interactive domain-containing protein 1B","Probable global transcription activator SNF2L2","CPX-1227","Q8NFD5","P51531","smca2_human","ari1b_human"
"1174",15133,15131,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1227","Q12824","Q92922","smrc1_human","snf5_human"
"1175",15136,15120,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1227","O94805","P51531","smca2_human","acl6b_human"
"1176",15162,15160,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1228","Q12824","Q92922","smrc1_human","snf5_human"
"1177",15166,15152,"smca4_human","ari1b_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1B","CPX-1228","P51532","Q8NFD5","ari1b_human","smca4_human"
"1178",15168,15164,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1228","P60709","P51532","smca4_human","actb_human"
"1179",15170,15165,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1228","O94805","P51532","smca4_human","acl6b_human"
"1180",12632,12628,"hdac1_human","rbbp4_human","Histone deacetylase 1","Histone-binding protein RBBP4","CPX-880","Q13547","Q09028","rbbp4_human","hdac1_human"
"1181",12638,12626,"mta2_human","rbbp7_human","Metastasis-associated protein MTA2","Histone-binding protein RBBP7","CPX-880","O94776","Q16576","rbbp7_human","mta2_human"
"1182",12640,12629,"mta1_human","rbbp4_human","Metastasis-associated protein MTA1","Histone-binding protein RBBP4","CPX-880","Q13330","Q09028","rbbp4_human","mta1_human"
"1183",12641,12633,"mta1_human","hdac1_human","Metastasis-associated protein MTA1","Histone deacetylase 1","CPX-880","Q13330","Q13547","hdac1_human","mta1_human"
"1184",12647,12636,"chd3_human","mta2_human","Chromodomain-helicase-DNA-binding protein 3","Metastasis-associated protein MTA2","CPX-880","Q12873","O94776","mta2_human","chd3_human"
"1185",12649,12646,"chd4_human","chd3_human","Chromodomain-helicase-DNA-binding protein 4","Chromodomain-helicase-DNA-binding protein 3","CPX-880","Q14839","Q12873","chd3_human","chd4_human"
"1186",12651,12642,"chd4_human","mta1_human","Chromodomain-helicase-DNA-binding protein 4","Metastasis-associated protein MTA1","CPX-880","Q14839","Q13330","mta1_human","chd4_human"
"1187",12653,12645,"p66b_human","chd3_human","Transcriptional repressor p66-beta","Chromodomain-helicase-DNA-binding protein 3","CPX-880","Q8WXI9","Q12873","chd3_human","p66b_human"
"1188",12654,12637,"p66b_human","mta2_human","Transcriptional repressor p66-beta","Metastasis-associated protein MTA2","CPX-880","Q8WXI9","O94776","mta2_human","p66b_human"
"1189",12656,12644,"p66a_human","chd3_human","Transcriptional repressor p66-alpha","Chromodomain-helicase-DNA-binding protein 3","CPX-880","Q86YP4","Q12873","chd3_human","p66a_human"
"1190",12657,12650,"p66a_human","chd4_human","Transcriptional repressor p66-alpha","Chromodomain-helicase-DNA-binding protein 4","CPX-880","Q86YP4","Q14839","chd4_human","p66a_human"
"1191",12886,12882,"hdac1_human","rbbp4_human","Histone deacetylase 1","Histone-binding protein RBBP4","CPX-922","Q13547","Q09028","rbbp4_human","hdac1_human"
"1192",12892,12876,"mta2_human","mbd3_human","Metastasis-associated protein MTA2","Methyl-CpG-binding domain protein 3","CPX-922","O94776","O95983","mbd3_human","mta2_human"
"1193",12893,12880,"mta2_human","rbbp7_human","Metastasis-associated protein MTA2","Histone-binding protein RBBP7","CPX-922","O94776","Q16576","rbbp7_human","mta2_human"
"1194",12895,12883,"mta1_human","rbbp4_human","Metastasis-associated protein MTA1","Histone-binding protein RBBP4","CPX-922","Q13330","Q09028","rbbp4_human","mta1_human"
"1195",12896,12887,"mta1_human","hdac1_human","Metastasis-associated protein MTA1","Histone deacetylase 1","CPX-922","Q13330","Q13547","hdac1_human","mta1_human"
"1196",12902,12890,"chd3_human","mta2_human","Chromodomain-helicase-DNA-binding protein 3","Metastasis-associated protein MTA2","CPX-922","Q12873","O94776","mta2_human","chd3_human"
"1197",12904,12901,"chd4_human","chd3_human","Chromodomain-helicase-DNA-binding protein 4","Chromodomain-helicase-DNA-binding protein 3","CPX-922","Q14839","Q12873","chd3_human","chd4_human"
"1198",12906,12897,"chd4_human","mta1_human","Chromodomain-helicase-DNA-binding protein 4","Metastasis-associated protein MTA1","CPX-922","Q14839","Q13330","mta1_human","chd4_human"
"1199",12908,12900,"p66b_human","chd3_human","Transcriptional repressor p66-beta","Chromodomain-helicase-DNA-binding protein 3","CPX-922","Q8WXI9","Q12873","chd3_human","p66b_human"
"1200",12909,12891,"p66b_human","mta2_human","Transcriptional repressor p66-beta","Metastasis-associated protein MTA2","CPX-922","Q8WXI9","O94776","mta2_human","p66b_human"
"1201",12910,12878,"p66b_human","mbd3_human","Transcriptional repressor p66-beta","Methyl-CpG-binding domain protein 3","CPX-922","Q8WXI9","O95983","mbd3_human","p66b_human"
"1202",12912,12899,"p66a_human","chd3_human","Transcriptional repressor p66-alpha","Chromodomain-helicase-DNA-binding protein 3","CPX-922","Q86YP4","Q12873","chd3_human","p66a_human"
"1203",12913,12905,"p66a_human","chd4_human","Transcriptional repressor p66-alpha","Chromodomain-helicase-DNA-binding protein 4","CPX-922","Q86YP4","Q14839","chd4_human","p66a_human"
"1204",12914,12877,"p66a_human","mbd3_human","Transcriptional repressor p66-alpha","Methyl-CpG-binding domain protein 3","CPX-922","Q86YP4","O95983","mbd3_human","p66a_human"
"1205",15735,15731,"md2l1_human","bub1b_human","Mitotic spindle assembly checkpoint protein MAD2A","Mitotic checkpoint serine/threonine-protein kinase BUB1 beta","CPX-3946","Q13257","O60566","bub1b_human","md2l1_human"
"1206",15737,15734,"cdc20_human","md2l1_human","Cell division cycle protein 20 homolog","Mitotic spindle assembly checkpoint protein MAD2A","CPX-3946","Q12834","Q13257","md2l1_human","cdc20_human"
"1207",15738,15732,"cdc20_human","bub1b_human","Cell division cycle protein 20 homolog","Mitotic checkpoint serine/threonine-protein kinase BUB1 beta","CPX-3946","Q12834","O60566","bub1b_human","cdc20_human"
"1208",15740,15730,"bub3_human","bub1b_human","Mitotic checkpoint protein BUB3","Mitotic checkpoint serine/threonine-protein kinase BUB1 beta","CPX-3946","O43684","O60566","bub1b_human","bub3_human"
"1209",10432,10430,"mcl1_human","apr_human","Induced myeloid leukemia cell differentiation protein Mcl-1","Phorbol-12-myristate-13-acetate-induced protein 1","CPX-304","Q07820","Q13794","apr_human","mcl1_human"
"1210",10432,10430,"mcl1_human","apr_human","Induced myeloid leukemia cell differentiation protein Mcl-1","Phorbol-12-myristate-13-acetate-induced protein 1","CPX-304","Q07820","Q13794","apr_human","mcl1_human"
"1211",10432,10430,"mcl1_human","apr_human","Induced myeloid leukemia cell differentiation protein Mcl-1","Phorbol-12-myristate-13-acetate-induced protein 1","CPX-304","Q07820","Q13794","apr_human","mcl1_human"
"1212",9687,9685,"md2l1_human","md1l1_human","Mitotic spindle assembly checkpoint protein MAD2A","Mitotic spindle assembly checkpoint protein MAD1","CPX-85","Q13257","Q9Y6D9","md1l1_human","md2l1_human"
"1213",9679,9677,"md1l1_human","md1l1_human","Mitotic spindle assembly checkpoint protein MAD1","Mitotic spindle assembly checkpoint protein MAD1","CPX-82","Q9Y6D9","Q9Y6D9","md1l1_human","md1l1_human"
"1214",9694,9692,"md2l1_human","md2l1_human","Mitotic spindle assembly checkpoint protein MAD2A","Mitotic spindle assembly checkpoint protein MAD2A","CPX-88","Q13257","Q13257","md2l1_human","md2l1_human"
"1215",18145,18138,"med7_human","med10_human","Mediator of RNA polymerase II transcription subunit 7","Mediator of RNA polymerase II transcription subunit 10","CPX-3227","O43513","Q9BTT4","med10_human","med7_human"
"1216",18153,18150,"med8_human","med29_human","Mediator of RNA polymerase II transcription subunit 8","Mediator of RNA polymerase II transcription subunit 29","CPX-3227","Q96G25","Q9NX70","med29_human","med8_human"
"1217",18167,18161,"med22_human","med8_human","Mediator of RNA polymerase II transcription subunit 22","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q15528","Q96G25","med8_human","med22_human"
"1218",18170,18151,"med22_human","med29_human","Mediator of RNA polymerase II transcription subunit 22","Mediator of RNA polymerase II transcription subunit 29","CPX-3227","Q15528","Q9NX70","med29_human","med22_human"
"1219",18177,18154,"med27_human","med8_human","Mediator of RNA polymerase II transcription subunit 27","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q6P2C8","Q96G25","med8_human","med27_human"
"1220",18181,18171,"med27_human","med22_human","Mediator of RNA polymerase II transcription subunit 27","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","Q6P2C8","Q15528","med22_human","med27_human"
"1221",18184,18157,"med19_human","med8_human","Mediator of RNA polymerase II transcription subunit 19","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","A0JLT2","Q96G25","med8_human","med19_human"
"1222",18188,18143,"med26_human","med7_human","Mediator of RNA polymerase II transcription subunit 26","Mediator of RNA polymerase II transcription subunit 7","CPX-3227","O95402","O43513","med7_human","med26_human"
"1223",18190,18185,"med26_human","med19_human","Mediator of RNA polymerase II transcription subunit 26","Mediator of RNA polymerase II transcription subunit 19","CPX-3227","O95402","A0JLT2","med19_human","med26_human"
"1224",18202,18144,"med1_human","med7_human","Mediator of RNA polymerase II transcription subunit 1","Mediator of RNA polymerase II transcription subunit 7","CPX-3227","Q15648","O43513","med7_human","med1_human"
"1225",18203,18139,"med1_human","med10_human","Mediator of RNA polymerase II transcription subunit 1","Mediator of RNA polymerase II transcription subunit 10","CPX-3227","Q15648","Q9BTT4","med10_human","med1_human"
"1226",18205,18142,"med31_human","med7_human","Mediator of RNA polymerase II transcription subunit 31","Mediator of RNA polymerase II transcription subunit 7","CPX-3227","Q9Y3C7","O43513","med7_human","med31_human"
"1227",18206,18186,"med31_human","med19_human","Mediator of RNA polymerase II transcription subunit 31","Mediator of RNA polymerase II transcription subunit 19","CPX-3227","Q9Y3C7","A0JLT2","med19_human","med31_human"
"1228",18208,18174,"med17_human","med22_human","Mediator of RNA polymerase II transcription subunit 17","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","Q9NVC6","Q15528","med22_human","med17_human"
"1229",18215,18155,"med11_human","med8_human","Mediator of RNA polymerase II transcription subunit 11","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q9P086","Q96G25","med8_human","med11_human"
"1230",18219,18213,"med11_human","med17_human","Mediator of RNA polymerase II transcription subunit 11","Mediator of RNA polymerase II transcription subunit 17","CPX-3227","Q9P086","Q9NVC6","med17_human","med11_human"
"1231",18224,18193,"med16_human","med23_human","Mediator of RNA polymerase II transcription subunit 16","Mediator of RNA polymerase II transcription subunit 23","CPX-3227","Q9Y2X0","Q9ULK4","med23_human","med16_human"
"1232",18225,18197,"med16_human","med24_human","Mediator of RNA polymerase II transcription subunit 16","Mediator of RNA polymerase II transcription subunit 24","CPX-3227","Q9Y2X0","O75448","med24_human","med16_human"
"1233",18226,18165,"med16_human","med15_human","Mediator of RNA polymerase II transcription subunit 16","Mediator of RNA polymerase II transcription subunit 15","CPX-3227","Q9Y2X0","Q96RN5","med15_human","med16_human"
"1234",18228,18218,"med18_human","med11_human","Mediator of RNA polymerase II transcription subunit 18","Mediator of RNA polymerase II transcription subunit 11","CPX-3227","Q9BUE0","Q9P086","med11_human","med18_human"
"1235",18229,18168,"med18_human","med22_human","Mediator of RNA polymerase II transcription subunit 18","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","Q9BUE0","Q15528","med22_human","med18_human"
"1236",18231,18211,"med18_human","med17_human","Mediator of RNA polymerase II transcription subunit 18","Mediator of RNA polymerase II transcription subunit 17","CPX-3227","Q9BUE0","Q9NVC6","med17_human","med18_human"
"1237",18234,18172,"med30_human","med22_human","Mediator of RNA polymerase II transcription subunit 30","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","Q96HR3","Q15528","med22_human","med30_human"
"1238",18235,18159,"med30_human","med8_human","Mediator of RNA polymerase II transcription subunit 30","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q96HR3","Q96G25","med8_human","med30_human"
"1239",18236,18149,"med30_human","med29_human","Mediator of RNA polymerase II transcription subunit 30","Mediator of RNA polymerase II transcription subunit 29","CPX-3227","Q96HR3","Q9NX70","med29_human","med30_human"
"1240",18238,18180,"med30_human","med27_human","Mediator of RNA polymerase II transcription subunit 30","Mediator of RNA polymerase II transcription subunit 27","CPX-3227","Q96HR3","Q6P2C8","med27_human","med30_human"
"1241",18241,18237,"med28_human","med30_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 30","CPX-3227","Q9H204","Q96HR3","med30_human","med28_human"
"1242",18242,18158,"med28_human","med8_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q9H204","Q96G25","med8_human","med28_human"
"1243",18243,18216,"med28_human","med11_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 11","CPX-3227","Q9H204","Q9P086","med11_human","med28_human"
"1244",18244,18176,"med28_human","med27_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 27","CPX-3227","Q9H204","Q6P2C8","med27_human","med28_human"
"1245",18245,18148,"med28_human","med29_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 29","CPX-3227","Q9H204","Q9NX70","med29_human","med28_human"
"1246",18247,18210,"med28_human","med17_human","Mediator of RNA polymerase II transcription subunit 28","Mediator of RNA polymerase II transcription subunit 17","CPX-3227","Q9H204","Q9NVC6","med17_human","med28_human"
"1247",18249,18189,"med4_human","med26_human","Mediator of RNA polymerase II transcription subunit 4","Mediator of RNA polymerase II transcription subunit 26","CPX-3227","Q9NPJ6","O95402","med26_human","med4_human"
"1248",18250,18201,"med4_human","med1_human","Mediator of RNA polymerase II transcription subunit 4","Mediator of RNA polymerase II transcription subunit 1","CPX-3227","Q9NPJ6","Q15648","med1_human","med4_human"
"1249",18255,18223,"med14_human","med16_human","Mediator of RNA polymerase II transcription subunit 14","Mediator of RNA polymerase II transcription subunit 16","CPX-3227","O60244","Q9Y2X0","med16_human","med14_human"
